PeakID,Title,Scans,RT left(min),RT (min),RT right (min),Precursor m/z,Height,Area,Model masses,Adduct,Isotope,Comment,Reference RT,Reference m/z,Formula,Ontology,InChIKey,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,RT similarity,Dot product,Reverse dot product,Fragment presence %,Total score,S/N,MS1 isotopes,MSMS spectrum
650,Unknown,469,1.277233,1.32325,1.458183,318.9302,12652854,60637404,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,231.3176,318.8519:79007 318.93024:4133749 319.00586:79564 319.93344:326093 320.84991:69800 320.93442:125236 322.75809:78288 322.91592:915394,58.93206:4059 66.77423:4516 77.21485:4591 80.76413:4232 87.11082:4712 99.8807:4846 107.10519:4316 109.08349:4361 118.96436:16851 144.86859:10294 146.96027:122693 160.97664:57018 174.95625:213469 188.97034:113214 259.55701:5233 318.92645:6047
715,Unknown,477,1.265367,1.339733,1.397917,312.9187,88974456,256048720,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,805.7354,312.91867:40052456 312.98264:429968 313.04941:375558 314.03473:144809 314.72601:100816 314.88495:217810 314.91806:97494 314.9989:258768 315.06662:302272 315.96872:157637 316.9646:143734 317.03418:90246,51.9278:40992 52.19001:34193 57.41095:38572 59.25954:43315 79.95583:49172 82.93201:43225 102.74331:42168 144.96327:4751544 312.91949:350668 312.98221:181042 313.05048:45683
736,Unknown,481,1.277233,1.34835,1.406133,144.9636,326699968,1091886592,,[M-H]-,M + 0,found in higher mz's MsMs_715,,,,,,,999,FALSE,FALSE,FALSE,,,,,,3356.843,144.86888:1969134 144.90318:129805 144.91641:284134 144.96362:94582136 144.99091:376818 145.00954:256737 146.86566:1591785 146.90022:121488 146.96024:2673218 146.98808:128180 148.86298:554911 148.94884:648661,53.95473:130977 61.24339:126348 64.23101:125521 66.10036:134891 70.64054:138432 86.78323:139458 87.33179:136647 95.81578:133286 117.40093:157230 144.86859:440503 144.96291:33017156
755,Unknown,481,1.287567,1.34835,1.406133,215.9968,40554284,131120624,,[M-H]-,M + 0,found in higher mz's MsMs_756,,,,,,,999,FALSE,FALSE,FALSE,,,,,,536.3044,215.86816:139896 215.97952:234272 215.99678:10967179 216.03296:4933238 216.77954:127627 216.96584:146305 216.99991:782920 217.03665:419376 217.99234:553192 218.0238:138294 218.98576:228775 219.48993:894877 219.84506:275551 220.48877:509747 220.87592:136002,63.96136:36159 79.95577:457682 80.96412:3902631 90.0333:34403 94.07925:14717 103.77434:15798 108.04491:38712 114.91113:14330 125.87263:39120 136.03894:19686 137.04681:26051 152.03362:20525 157.86079:18648 163.23738:15018 172.00642:277492 175.97672:71730 200.00342:28170 201.01041:2475512 211.13008:14994 215.99632:2449586 216.03133:1012124
765,Unknown,481,1.213983,1.34835,1.406133,244.0284,19111372,67512880,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,138.0386,244.02843:5424362 245.0313:247069 246.02383:275878 246.8522:125219 246.93039:235372 248.96434:180496,53.14744:7284 54.89766:6893 79.95625:166444 80.96365:50723 84.70197:7598 94.06454:9224 96.95925:8644 98.89207:8866 105.9342:8007 122.06013:112633 136.03896:7437 155.91498:7018 162.83853:12033 164.07175:44376 171.67751:7478 201.01071:637932 226.0183:8910 229.00629:120119 243.97511:36463 244.02872:758542
800,Unknown,481,1.213983,1.34835,1.493283,360.9538,2013908.875,7046987.5,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,27.45595,360.95416:579808 362.87277:805724 362.95486:120176 364.11523:250055 364.86914:359152 365.08075:116351,59.01242:78928 59.76378:5081 63.31709:5270 123.41644:5623 132.98073:7304 144.86859:5913 150.5475:5331 153.24815:5013 160.97699:59781 162.72035:5400 170.02745:5001 174.99164:135585 202.98761:420476 217.00246:121924 218.98367:6123 360.9761:14110
804,Unknown,481,1.180917,1.34835,1.414767,374.9529,1195093.25,4484022,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,12.49734,374.95294:281153 376.88846:415729 376.96844:200913 378.8848:176972,56.71591:4305 59.01236:232821 59.02356:4182 60.35979:4424 63.69342:4486 74.25671:4820 75.36136:4391 89.99848:5004 126.41958:5905 132.98073:7572 153.62131:6648 168.51929:5973 173.81807:6618 174.99147:114035 208.14755:5440 217.00244:678691 217.63142:5533 374.99225:33246
853,Unknown,489,1.277233,1.364883,1.43245,304.9142,31893458,172113680,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,339.6274,304.91431:8201639 305.91794:436727 306.99796:223414 308.90054:2008037 309.02252:704357,53.95097:3412 79.9565:6026 80.96414:4853 81.15866:3733 90.88525:3437 104.65932:4225 118.96559:77595 126.90226:7956 132.89204:5400 132.98073:4275 136.93124:3791 144.86873:20009 146.866:17961 146.95995:754524 150.94775:4989 154.89699:15214 156.89268:4130 160.97623:32325 164.92587:3318 168.91214:8963 174.95605:609854 178.94086:6987 179.69701:3402 184.90727:5700 189.06618:5733 220.92984:5601 226.64482:3666 246.82945:5714 248.92453:12218 304.91708:4331
865,Unknown,493,1.277233,1.3732,1.5384,136.9315,11059282,80387992,,[M-H]-,M + 0,found in higher mz's MsMs_903; found in higher mz's MsMs_943; found in higher mz's MsMs_880; found in higher mz's MsMs_879,,,,,,,999,FALSE,FALSE,FALSE,,,,,,290.3503,136.87108:544680 136.93153:2878084 138.91992:1766508 138.92867:722986 140.91702:1047250 141.86705:193312,78.91701:3263 79.95583:1877 83.88937:1076 93.033:4072 94.45341:1061 97.02811:1710 108.89787:1787 108.93607:80310 109.0284:2271 122.9525:6281 136.86137:2089 136.87048:7296 136.93192:8238 137.02249:2465 137.05901:1372
873,Unknown,493,1.296417,1.3732,1.611117,154.8978,63379728,358911840,,[M-H]-,M + 0,found in higher mz's MsMs_899; found in higher mz's MsMs_896; found in higher mz's MsMs_893,,,,,,,999,FALSE,FALSE,FALSE,,,,,,1041.637,154.89777:15442655 155.86682:230405 155.98778:163579 156.89442:10475779 157.86208:2630343 158.8459:3573646 158.8916:1755002 158.97791:464180 159.84406:791148 159.85902:1656560,53.69965:24347 76.09013:20065 85.71055:22935 126.90226:3781214 140.91757:60184 154.8968:388041
876,Unknown,493,1.277233,1.3732,1.615567,160.8412,209178064,1030087168,,[M-H]-,M + 0,similar chromatogram in higher mz_940; similar chromatogram in higher mz_944; similar chromatogram in higher mz_945; similar chromatogram in higher mz_1026; similar chromatogram in higher mz_949; similar chromatogram in higher mz_952; similar chromatogram in higher mz_960; similar chromatogram in higher mz_905; similar chromatogram in higher mz_968; similar chromatogram in higher mz_970; similar chromatogram in higher mz_972; similar chromatogram in higher mz_974; similar chromatogram in higher mz_910; similar chromatogram in higher mz_975; similar chromatogram in higher mz_979; similar chromatogram in higher mz_916; similar chromatogram in higher mz_981; similar chromatogram in higher mz_918; similar chromatogram in higher mz_982; similar chromatogram in higher mz_920; similar chromatogram in higher mz_1069; similar chromatogram in higher mz_986; similar chromatogram in higher mz_923; similar chromatogram in higher mz_1076; similar chromatogram in higher mz_988; similar chromatogram in higher mz_995; similar chromatogram in higher mz_1081; found in higher mz's MsMs_1087; found in higher mz's MsMs_1031; found in higher mz's MsMs_1028; found in higher mz's MsMs_877; similar chromatogram in higher mz_856,,,,,,,999,FALSE,FALSE,FALSE,,,,,,7377.353,160.78702:208572 160.84117:62404460 160.88762:158865 160.97598:558601 161.84181:1866595 161.84901:1912064 161.8564:203892 162.83838:57030952 162.90199:1902483 162.98135:389988 163.83888:1695732 163.84622:1833710 164.83536:17714880 164.89929:1142382 164.92625:22691468 165.83618:644990,51.81087:27505 52.63412:25627 67.7553:27904 88.63902:38668 99.64159:32774 160.84087:2537795
880,Unknown,493,1.277233,1.3732,1.611117,164.9263,94133752,678447808,,[M-H]-,M + 0,found in higher mz's MsMs_903,,,,,,,999,FALSE,FALSE,FALSE,,,,,,1895.729,164.83536:17714880 164.89929:1142382 164.92625:22691468 165.83618:644990 165.84303:722942 165.92969:614528 166.8322:1710041 166.92352:8259588 166.93066:342201 168.83549:18671910 168.91364:658871 168.91924:548781 168.93332:156374 168.94789:441944 168.98837:769108,52.55669:7735 52.98135:7596 74.54279:8142 75.40916:8414 79.95583:34867 98.93032:11058 102.35817:9504 108.93666:264470 136.9313:1524295 150.94713:44636 164.83562:591287 164.8998:262239 164.92609:95587 165.04247:9096 165.05453:10073
882,Unknown,493,1.265367,1.3732,1.611117,166.9235,30606302,226863088,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,828.5317,166.8322:1710041 166.92352:8259588 166.93066:342201 168.83549:18671910 168.91364:658871 168.91924:548781 168.93332:156374 168.94789:441944 168.98837:769108 170.8324:29654038 170.86995:759290 170.91023:323968 170.96323:171551 171.83325:1511569,55.12405:15374 60.50684:13647 60.66967:14889 63.61346:13570 69.01357:12247 71.38922:13131 73.17559:13132 94.47169:14673 98.78582:16089 110.93337:267955 119.29241:14367 136.93126:28463 138.92885:1549525 152.9445:48614 166.83269:556067 166.89606:36522 166.92308:90394
893,Unknown,493,1.296417,1.3732,1.582983,268.8793,8319517,46162808,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,92.21806,268.79263:1410758 268.80099:352594 268.87927:2081042 269.83749:465354 270.78909:545878 270.81531:739156 270.87585:1999408 270.98468:227225 271.83502:286914 272.02322:185931 272.06046:176201 272.81314:1096914 272.87311:509802 273.0549:195018 273.82684:275564,52.64354:3712 59.07521:3687 63.31757:4113 63.57305:3736 71.66866:3915 80.56554:4386 92.92718:58347 94.92413:36069 110.92447:113176 112.74799:4823 112.92207:20823 112.98569:4565 120.95318:4854 126.90273:107614 136.93126:9612 138.91966:207849 140.91628:34209 146.86568:85094 148.86272:96703 148.94849:7929 150.85985:5598 152.88173:7536 154.89726:223800 156.52798:4489 164.92589:5197 200.77563:5529 230.48595:4744 268.87964:7281
899,Unknown,493,1.296417,1.3732,1.5294,284.856,34952356,183412336,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,914.3082,284.8389:344248 284.85605:9225859 284.89249:237170 285.85959:257072 286.85349:6466446 287.03455:752381 287.85724:356723 288.84995:1354678 288.93591:833023 288.97571:278505,59.23661:14151 126.90244:1134033 128.89978:28746 133.68459:15617 136.93126:89360 140.91756:45119 154.89702:2539278 156.89455:66095 158.89111:34295 164.92632:89724 208.8586:18458 256.8613:18853 284.85971:47156
901,Unknown,493,1.296417,1.3732,1.5294,286.8535,22522226,118075728,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,359.1889,286.85349:6466446 287.03455:752381 287.85724:356723 288.84995:1354678 288.93591:833023 288.97571:278505 289.93793:271112 290.84027:385382 290.87317:1009901 291.00024:1134077,62.30016:8852 79.95583:14755 80.96346:21237 92.9267:39346 101.51864:9347 102.95502:14663 126.90227:14948 128.89993:590744 136.93126:24519 138.92859:22182 142.91553:14124 154.89699:27678 156.89455:1512181 158.89111:18695 163.08716:26993 164.9279:20116 166.92264:19005 184.84052:9237 205.06055:10592 207.01288:10541 207.07787:26868 215.05095:25489 286.85376:21196 287.03357:31348
903,Unknown,493,1.287567,1.3732,1.522,294.8853,45000044,279704928,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,727.4401,294.88535:12401180 294.9202:226367 295.88846:613617 296.88281:3661710 298.87173:1395883 298.88568:181091,57.14616:10683 71.20307:12192 76.76186:13158 77.11969:11298 79.95583:19445 90.09818:11494 95.46005:11917 108.9356:22954 136.93167:734713 146.95993:17587 147.20186:13709 150.94601:20666 151.7531:13309 158.89111:17336 163.25916:12258 164.83754:15708 164.92621:1105024 177.01091:11339 198.71922:13492 215.05396:17798 215.07489:19074 230.9846:23219 260.06146:14544 294.87967:17147 295.03342:18999
939,Unknown,497,1.296417,1.381433,1.611117,156.8945,42765484,239441616,,[M-H]-,M + 0,found in higher mz's MsMs_901; found in higher mz's MsMs_961,,,,,,,999,FALSE,FALSE,FALSE,,,,,,1517.344,156.89445:10203887 157.86217:2022690 157.8983:173141 158.84587:2617780 158.89156:1515124 158.97743:362413 159.84415:557960 159.85371:208761 159.85898:1323509 160.8412:42928548 160.88763:196075 160.89539:186305 160.97574:418551 161.84134:1304522 161.84906:1898032 161.85641:252178,63.1997:12922 71.16149:13962 72.96232:13929 91.40936:16734 111.67693:14801 113.01873:25248 126.90227:30059 128.89977:2848422 142.91553:70299 156.8942:294821
943,Unknown,497,1.296417,1.381433,1.484267,178.977,2727483.75,13453945,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,10.08672,178.86411:194538 178.94197:747091 178.94807:277348 178.97702:604372 179.84096:823816 180.89893:164342 180.93932:178412 180.97281:254718 180.98897:130306 181.83778:318597,54.72369:3011 59.01238:5336 69.45616:3386 71.28921:3743 79.43555:3485 79.95631:45875 80.96346:5232 90.99674:43924 98.5989:4089 108.9359:37815 110.97394:13917 122.95778:41833 130.99174:7176 134.87453:71911 134.9874:55125 136.93166:29895 141.86639:7673 143.86336:11079 150.94643:170700 159.87782:5766 161.87315:5330 164.96205:7517 178.82275:67334 178.94325:24368 178.97719:5277
1010,Unknown,501,1.03895,1.389667,1.730867,96.92101,1598132.625,10427925,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,56.80372,96.92101:522953 101.02311:177075,79.95628:813982 96.95881:15631670
1018,Unknown,501,1.248917,1.389667,1.697233,159.859,7482224.5,36295792,,[M-H]-,M + 0,found in higher mz's MsMs_1041; found in higher mz's MsMs_1039,,,,,,,999,FALSE,FALSE,FALSE,,,,,,287.7184,159.84412:499882 159.85364:208012 159.8589:2934456 160.84109:56911048 160.88757:268108 160.97563:821465 161.8418:1389239 161.84894:4610230 161.85634:392889 162.83832:53241716 162.89499:179890 162.90189:2477689 162.97784:197707 162.98134:1685529 163.83876:1372338 163.84612:4115093 164.8353:17036976,51.81158:3271 52.17964:3123 59.99583:3582 64.40028:3563 74.14153:3211 79.95633:45692 81.65609:4261 86.0404:3221 95.95026:5781 102.98674:6665 103.9884:21419 122.89274:6734 123.87679:6050 124.88992:4472 127.8697:23659 130.45447:3915 131.9832:37117 155.86697:6067 159.84332:134694 159.85866:43206 159.96222:8781
1022,Unknown,501,1.222783,1.389667,1.484267,170.8699,2893794,16531498,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,40.84303,170.83234:12875272 170.86986:1148205 170.91017:205980 170.91653:239635 170.94356:338989 171.83322:742810 172.82936:6729748 172.8669:826603 173.83047:810864 174.82864:2754519 174.86421:164428 174.95528:23423430 175.82771:193926,53.37751:27647 55.61683:29601 57.25654:29492 64.66728:30535 66.49049:32569 70.47414:31509 79.95583:48280 83.62617:35212 104.6573:33468 110.97394:58767 126.88058:55421 128.89978:64745 147.52254:29247 170.83151:4716095
1082,Unknown,505,1.2401,1.397917,1.632383,125.8719,20795996,130092472,,[M-H]-,M + 0,found in higher mz's MsMs_1039; found in higher mz's MsMs_1087,,,,,,,999,FALSE,FALSE,FALSE,,,,,,646.1064,125.87189:6734286 126.87233:253065 126.87984:1393380 126.90236:1145136 127.01376:277275 127.86903:4849935 128.87683:968026 128.89101:719880 128.89937:944857 129.05458:220421 129.86592:736336,56.75848:8733 57.67177:10361 68.11059:10965 73.45007:10103 74.10522:8194 76.31411:10589 81.6946:10166 89.56277:9974 92.62411:11101 93.47631:10140 96.2908:10444 112.73777:9910 120.94562:10402 122.89274:21726 125.87263:494544
1087,Unknown,505,1.248917,1.397917,1.632383,205.8389,42529924,223233136,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,867.9871,205.83891:14889462 206.97246:495158 207.8358:13724042 208.83624:300610 209.83307:3928309,79.94363:13355 79.95583:13603 96.31859:15975 103.04128:13038 104.99323:14552 122.89273:43090 123.87669:66822 125.87262:2554847 126.88007:61763 150.3672:13288 157.86241:1023608 160.84058:1017163 161.84926:435757 175.43112:14732 205.83983:33304
1116,Unknown,521,1.257133,1.43245,1.47565,118.9914,10213375,52631312,,[M-H]-,M + 0,found in higher mz's MsMs_1152; found in higher mz's MsMs_1136; found in higher mz's MsMs_1118; found in higher mz's MsMs_1117; found in higher mz's MsMs_1161,,,,,,,999,FALSE,FALSE,FALSE,,,,,,61.14225,118.99144:2863761 122.89312:315543 123.00776:118585 123.87672:223483 123.90092:114354,51.11961:3299 56.0573:3309 56.10231:4573 68.994:4414 70.98418:3936 76.7893:3804 78.99754:6990 83.57832:3706 84.86488:3818 99.00317:9946 112.51557:4033 118.9919:51915 119.00992:7649
1117,Unknown,521,1.2401,1.43245,1.484267,130.9913,12357205,78551680,,[M-H]-,M + 0,found in higher mz's MsMs_1119,,,,,,,999,FALSE,FALSE,FALSE,,,,,,85.39448,130.99135:3002701 131.01016:121975 132.86691:123025 134.96175:79634 135.90091:116994,50.24965:3068 65.55226:3269 65.95888:3081 85.06396:5869 86.54754:3347 87.04377:7551 111.00405:41540 118.96559:28242 126.99316:3665 129.86853:7781 130.87379:12603 130.88789:28134 130.99173:202606 131.01022:12773 131.06998:8993
1118,Unknown,521,1.248917,1.43245,1.484267,162.9814,7126229,44203952,,[M-H]-,M + 0,found in higher mz's MsMs_1136,,,,,,,999,FALSE,FALSE,FALSE,,,,,,82.48447,162.83797:9599960 162.90205:1793563 162.98143:2002916 163.83891:267663 163.84576:927493 164.83545:2922401 164.89922:1121252 164.92632:5546080 165.84329:371891 166.83235:395031 166.89597:167348 166.92354:1917474,62.40758:14865 64.8685:12810 76.50733:13842 77.32824:12702 79.95583:23931 87.85978:11757 90.94692:12122 98.93033:32258 118.99177:282399 119.19978:13435 127.86911:26380 143.01118:20514 162.83853:1470602 162.90157:262449 162.98055:13167
1135,Unknown,525,1.406133,1.441333,1.522,218.9856,7196716.5,40235796,,[M-H]-,M + 0,found in higher mz's MsMs_1152; found in higher mz's MsMs_1161,,,,,,,999,FALSE,FALSE,FALSE,,,,,,10.72527,218.98572:1844126 218.99646:76343 219.48988:114412 219.84496:331068 219.85506:89580 219.86278:109504 220.86107:87798 221.01215:91995 221.84204:176738 221.85129:115254 221.94612:60141 222.85843:74701 222.88513:500036 222.94681:88930 223.01944:2954869 223.0945:60874 223.84782:55694,52.65912:3203 56.99363:3669 67.62431:3676 88.33112:3910 93.70733:3768 99.68217:4009 108.74712:4122 120.99989:4171 163.22949:4613 218.98665:78752
1161,Unknown,537,1.43245,1.466617,1.522,368.9771,26411236,114052784,,[M-H]-,M + 0,found in higher mz's MsMs_1152,,,,,,,999,FALSE,FALSE,FALSE,,,,,,33.24749,368.97711:10249171 369.97916:586031 370.98019:106949 371.00052:55185 372.9024:536146,53.71608:5659 67.83525:6554 78.73579:6813 81.40123:7523 118.99176:95024 127.24601:6435 139.07936:7074 168.98944:633317 202.08803:6955 218.98676:127819 368.97754:216474
1171,Unknown,541,1.339733,1.47565,1.522,119.0101,228775.3281,1322075.625,,[M-H]-,M + 0,found in higher mz's MsMs_1161; found in higher mz's MsMs_1152; found in higher mz's MsMs_1136,,,,,,,999,FALSE,FALSE,FALSE,,,,,,3.827527,118.99136:709750 119.0101:93192 122.89294:123892 123.87666:80051 123.90086:58411,51.11961:3299 56.0573:3309 56.10231:4573 68.994:4414 70.98418:3936 76.7893:3804 78.99754:6990 83.57832:3706 84.86488:3818 99.00317:9946 112.51557:4033 118.9919:51915 119.00992:7649
1180,Unknown,557,1.47565,1.511133,1.611117,118.9913,6268034,39571724,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,29.52995,118.96516:74708 118.99134:2044728 119.99484:57362 121.02817:35457 122.89294:77595 123.0077:50905 123.87666:47511 123.90086:70956,56.3366:2970 70.18158:3971 71.01199:3833 78.99686:5850 84.47912:2723 90.96914:4304 91.40439:3636 99.00317:5668 118.99188:39674 119.00992:6161
1196,Unknown,572,1.43245,1.547117,1.611117,288.9361,2993024.25,17607674,,[M-H]-,M + 0,found in higher mz's MsMs_1200,,,,,,,999,FALSE,FALSE,FALSE,,,,,,33.24902,288.84991:50952 288.91858:42967 288.9361:871089 288.97565:54695 289.93903:113028 290.93433:114555 291.00021:297752 291.88412:125474 292.86102:127873 293.01642:195061,56.32658:6220 58.85961:5605 61.8959:6121 66.40982:5970 79.95622:167382 80.96391:84303 92.99431:145646 96.95835:14337 103.09686:5625 107.09782:6371 112.93559:9518 156.81444:8323 158.98651:134860 180.98811:271343 190.78664:8549 193.013:8454 201.99271:9429 209.02762:8446 242.01645:7830 244.97881:11930 245.01456:32295 256.97849:16833 288.97501:38672
